<UNK> 1.0	SPN
manjé-y 1.0	m  ɑ̃  ʒ  e  i  
manké 1.0	mm an kk ei 
manké 1.0	m  ɑ̃  k  e  
manman 1.0	mm an mm an 
manman 1.0	mm an mm an nn 
manman 1.0	m  ɑ̃  m  ɑ̃  
manman 1.0	m  ɑ̃  m  ɑ̃  n  
manman-y 1.0	mm an mm an ii 
manman-y 1.0	m  ɑ̃  m  ɑ̃  i  
manmbo 1.0	mm an mm bb au 
manmbo 1.0	m  ɑ̃  m  b  o  
manni 1.0	mm aa nn ii 
manni 1.0	m  ɑ  n  i  
manno 1.0	mm aa nn au 
manno 1.0	m  ɑ  n  o  
mannyè 1.0	mm aa nn yy ai 
mannyè 1.0	m  ɑ  ɲ  ɛ  
mannyok 1.0	mm aa nn yy oo kk 
mannyok 1.0	m  ɑ  ɲ  ɔ  k  
mansousyan 1.0	mm an ss ou zz yy an 
mansousyan 1.0	mm an ss ou zz yy an nn 
mansousyan 1.0	m  ɑ̃  s  u  z  j  ɑ̃  
mansousyan 1.0	m  ɑ̃  s  u  z  j  ɑ̃  n  
mantal 1.0	mm an tt aa ll 
mantal 1.0	m  ɑ̃  t  ɑ  l  
manti 1.0	mm an tt ii 
manti 1.0	m  ɑ̃  t  i  
manyok 1.0	mm aa nn yy oo kk 
manyok 1.0	m  ɑ  ɲ  ɔ  k  
manzè 1.0	mm an zz ai 
manzè 1.0	m  ɑ̃  z  ɛ  
mardi 1.0	mm aa rr dd ii 
mardi 1.0	m  ɑ  ʁ  d  i  
mardigras 1.0	mm aa rr dd ii gg rr aa 
mardigras 1.0	mm aa rr dd ii gg rr aa zz 
mardigras 1.0	m  ɑ  ʁ  d  i  g  ʁ  ɑ  
mardigras 1.0	m  ɑ  ʁ  d  i  g  ʁ  ɑ  z  
maré 1.0	mm aa rr ei 
maré 1.0	m  ɑ  ʁ  e  
mari 1.0	mm aa rr ii 
mari 1.0	m  ɑ  ʁ  i  
marie- 1.0	mm aa rr ii 
marie- 1.0	m  ɑ  ʁ  i  
marie-galantais 1.0	mm aa rr ii ee gg aa ll an tt ai 
marie-galantais 1.0	mm aa rr ii ee gg aa ll an tt ai zz 
marie-galantais 1.0	mm aa rr ii gg aa ll an tt ai 
marie-galantais 1.0	mm aa rr ii gg aa ll an tt ai zz 
marie-galantais 1.0	m  ɑ  ʁ  i  ə  g  ɑ  l  ɑ̃  t  ɛ  
marie-galantais 1.0	m  ɑ  ʁ  i  ə  g  ɑ  l  ɑ̃  t  ɛ  z  
marie-galantais 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  
marie-galantais 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  z  
marie-galantaise 1.0	mm aa rr ii ee gg aa ll an tt ai zz 
marie-galantaise 1.0	mm aa rr ii gg aa ll an tt ai zz 
marie-galantaise 1.0	m  ɑ  ʁ  i  ə  g  ɑ  l  ɑ̃  t  ɛ  z  
marie-galantaise 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  z  
marie-galante 1.0	mm aa rr ii ee gg aa ll an tt 
marie-galante 1.0	mm aa rr ii gg aa ll an tt 
marie-galante 1.0	m  ɑ  ʁ  i  ə  g  ɑ  l  ɑ̃  t  
marie-galante 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  
marie-galantè 1.0	mm aa rr ii ee gg aa ll an tt ai 
marie-galantè 1.0	mm aa rr ii gg aa ll an tt ai 
marie-galantè 1.0	m  ɑ  ʁ  i  ə  g  ɑ  l  ɑ̃  t  ɛ  
marie-galantè 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  
marigalant 1.0	mm aa rr ii gg aa ll an 
marigalant 1.0	mm aa rr ii gg aa ll an tt 
marigalant 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  
marigalant 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  
marigalantè 1.0	mm aa rr ii gg aa ll an tt ai 
marigalantè 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  
marigalentèz 1.0	mm aa rr ii gg aa ll an tt ai 
marigalentèz 1.0	mm aa rr ii gg aa ll an tt ai zz 
marigalentèz 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  
marigalentèz 1.0	m  ɑ  ʁ  i  g  ɑ  l  ɑ̃  t  ɛ  z  
marinad 1.0	mm aa rr ii nn aa 
marinad 1.0	mm aa rr ii nn aa tt 
marinad 1.0	m  ɑ  ʁ  i  n  ɑ  
marinad 1.0	m  ɑ  ʁ  i  n  ɑ  t  
maron 1.0	mm aa rr on 
maron 1.0	mm aa rr on nn 
maron 1.0	m  ɑ  ʁ  ɔ̃  
maron 1.0	m  ɑ  ʁ  ɔ̃  n  
martin 1.0	mm aa rr tt in 
martin 1.0	mm aa rr tt in nn 
martin 1.0	m  ɑ  ʁ  t  ɛ̃  
martin 1.0	m  ɑ  ʁ  t  ɛ̃  n  
masalé 1.0	mm aa zz aa ll ei 
masalé 1.0	m  ɑ  z  ɑ  l  e  
mask 1.0	mm aa ss kk 
mask 1.0	mm aa ss kk ee 
mask 1.0	m  ɑ  s  k  
mask 1.0	m  ɑ  s  k  ə  
maské 1.0	mm aa ss kk ei 
maské 1.0	m  ɑ  s  k  e  
maskéw 1.0	mm aa ss kk ei ww 
maskéw 1.0	m  ɑ  s  k  e  w  
maso 1.0	mm aa zz au 
maso 1.0	m  ɑ  z  o  
maten 1.0	mm aa tt ai nn 
maten 1.0	m  ɑ  t  ɛ  n  
matété 1.0	mm aa tt ei tt ei 
matété 1.0	m  ɑ  t  e  t  e  
matière 1.0	mm aa tt yy ai rr 
matière 1.0	m  ɑ  t  j  ɛ  ʁ  
matiné 1.0	mm aa tt ii nn ei 
matiné 1.0	m  ɑ  t  i  n  e  
matinik 1.0	mm aa tt ii nn ii kk 
matinik 1.0	m  ɑ  t  i  n  i  k  
matinikgwadloup 1.0	mm aa tt ii nn ii kk gg ww aa dd ll ou 
matinikgwadloup 1.0	mm aa tt ii nn ii kk gg ww aa dd ll ou pp 
matinikgwadloup 1.0	m  ɑ  t  i  n  i  k  g  w  ɑ  d  l  u  
matinikgwadloup 1.0	m  ɑ  t  i  n  i  k  g  w  ɑ  d  l  u  p  
matnik 1.0	mm aa tt nn ii kk 
matnik 1.0	m  ɑ  t  n  i  k  
matriyarkal 1.0	mm aa tt rr ii yy aa rr kk aa ll 
matriyarkal 1.0	m  ɑ  t  ʁ  i  j  ɑ  ʁ  k  ɑ  l  
matyè 1.0	mm aa tt yy ai 
matyè 1.0	m  ɑ  t  j  ɛ  
mawon 1.0	mm aa ww on 
mawon 1.0	mm aa ww on nn 
mawon 1.0	m  ɑ  w  ɔ̃  
mawon 1.0	m  ɑ  w  ɔ̃  n  
may 1.0	mm aa ii 
may 1.0	m  ɑ  i  
mayé 1.0	mm ei yy ei 
mayé 1.0	m  e  j  e  
mayémen 1.0	mm ai yy ei mm ai nn 
mayémen 1.0	m  ɛ  j  e  m  ɛ  n  
mayok 1.0	mm ai yy oo kk 
mayok 1.0	m  ɛ  j  ɔ  k  
mayori 1.0	mm ai yy oo rr ii 
mayori 1.0	m  ɛ  j  ɔ  ʁ  i  
me 1.0	mm 
me 1.0	mm ee 
me 1.0	m  
me 1.0	m  ə  
mé 1.0	mm ei 
mé 1.0	m  e  
mè 1.0	mm ai 
mè 1.0	m  ɛ  
méchansté 1.0	mm ei ch an ss tt ei 
méchansté 1.0	m  e  ʃ  ɑ̃  s  t  e  
méchè 1.0	mm ei ch ai 
méchè 1.0	m  e  ʃ  ɛ  
médikaman 1.0	mm ei dd ii kk aa mm an 
médikaman 1.0	mm ei dd ii kk aa mm an nn 
médikaman 1.0	m  e  d  i  k  ɑ  m  ɑ̃  
médikaman 1.0	m  e  d  i  k  ɑ  m  ɑ̃  n  
mèg 1.0	mm ai gg 
mèg 1.0	mm ai gg kk 
mèg 1.0	m  ɛ  g  
mèg 1.0	m  ɛ  g  k  
mékontantman 1.0	mm ei kk on tt an tt mm an 
mékontantman 1.0	mm ei kk on tt an tt mm an nn 
mékontantman 1.0	m  e  k  ɔ̃  t  ɑ̃  t  m  ɑ̃  
mékontantman 1.0	m  e  k  ɔ̃  t  ɑ̃  t  m  ɑ̃  n  
mékrédi 1.0	mm ei kk rr ei dd ii 
mékrédi 1.0	m  e  k  ʁ  e  d  i  
mèkrédi 1.0	mm ai kk rr ei dd ii 
mèkrédi 1.0	m  ɛ  k  ʁ  e  d  i  
mèksik 1.0	mm ai kk ss ii kk 
mèksik 1.0	m  ɛ  k  s  i  k  
mélanj 1.0	mm ei ll an jj 
mélanj 1.0	m  e  l  ɑ̃  ʒ  
mélanjé 1.0	mm ei ll an jj ei 
mélanjé 1.0	m  e  l  ɑ̃  ʒ  e  
mélé 1.0	mm ei ll ei 
mélé 1.0	m  e  l  e  
mélon 1.0	mm ei ll on 
mélon 1.0	mm ei ll on nn 
mélon 1.0	m  e  l  ɔ̃  
mélon 1.0	m  e  l  ɔ̃  n  
mem 1.0	mm ai mm 
mem 1.0	m  ɛ  m  
mèm 1.0	mm ai mm 
mèm 1.0	m  ɛ  m  
même 1.0	mm ai mm 
même 1.0	m  ɛ  m  
memm 1.0	mm an mm 
memm 1.0	m  ɑ̃  m  
memsi 1.0	mm an ss ii 
memsi 1.0	m  ɑ̃  s  i  
mèmsi 1.0	mm ai mm ss ii 
mèmsi 1.0	m  ɛ  m  s  i  
men 1.0	mm ai nn 
men 1.0	m  ɛ  n  
ménage 1.0	mm ei nn aa jj 
ménage 1.0	m  e  n  ɑ  ʒ  
mènasé-y 1.0	mm ai nn aa zz ei ii 
mènasé-y 1.0	m  ɛ  n  ɑ  z  e  i  
mendé 1.0	mm an dd ei 
mendé 1.0	m  ɑ̃  d  e  
méné 1.0	mm ei nn ei 
méné 1.0	m  e  n  e  
mèné 1.0	mm ai nn ei 
mèné 1.0	m  ɛ  n  e  
méné-y 1.0	mm ei nn ei ii 
méné-y 1.0	m  e  n  e  i  
menm 1.0	mm an mm 
menm 1.0	m  ɑ̃  m  
menmditan 1.0	mm an mm dd ii tt an 
menmditan 1.0	mm an mm dd ii tt an nn 
menmditan 1.0	m  ɑ̃  m  d  i  t  ɑ̃  
menmditan 1.0	m  ɑ̃  m  d  i  t  ɑ̃  n  
menmjan 1.0	mm an mm jj an 
menmjan 1.0	mm an mm jj an nn 
menmjan 1.0	m  ɑ̃  m  ʒ  ɑ̃  
menmjan 1.0	m  ɑ̃  m  ʒ  ɑ̃  n  
menndé 1.0	mm an nn dd ei 
menndé 1.0	m  ɑ̃  n  d  e  
menndéséou 1.0	mm an nn dd ei zz ei ou 
menndéséou 1.0	m  ɑ̃  n  d  e  z  e  u  
mens 1.0	mm an 
mens 1.0	mm an zz 
mens 1.0	m  ɑ̃  
mens 1.0	m  ɑ̃  z  
mentalité 1.0	mm an tt aa ll ii tt ei 
mentalité 1.0	m  ɑ̃  t  ɑ  l  i  t  e  
méprizé 1.0	mm ei pp rr ii zz ei 
méprizé 1.0	m  e  p  ʁ  i  z  e  
mèr- 1.0	mm ai rr 
mèr- 1.0	m  ɛ  ʁ  
mère 1.0	mm ai rr 
mère 1.0	m  ɛ  ʁ  
mérendyen 1.0	mm ei rr an dd yy in 
mérendyen 1.0	mm ei rr an dd yy in nn 
mérendyen 1.0	m  e  ʁ  ɑ̃  d  j  ɛ̃  
mérendyen 1.0	m  e  ʁ  ɑ̃  d  j  ɛ̃  n  
mérité 1.0	mm ei rr ii tt ei 
mérité 1.0	m  e  ʁ  i  t  e  
mès 1.0	mm ai 
mès 1.0	mm ai zz 
mès 1.0	m  ɛ  
mès 1.0	m  ɛ  z  
mesaj 1.0	mm ee zz aa jj 
mesaj 1.0	mm zz aa jj 
mesaj 1.0	m  ə  z  ɑ  ʒ  
mesaj 1.0	m  z  ɑ  ʒ  
mèsi 1.0	mm ai zz ii 
mèsi 1.0	m  ɛ  z  i  
mesmin 1.0	mm ai ss mm in 
mesmin 1.0	mm ai ss mm in nn 
mesmin 1.0	m  ɛ  s  m  ɛ̃  
mesmin 1.0	m  ɛ  s  m  ɛ̃  n  
mesure 1.0	mm ee zz uu rr 
mesure 1.0	mm zz uu rr 
mesure 1.0	m  ə  z  y  ʁ  
mesure 1.0	m  z  y  ʁ  
mésyé 1.0	mm ei zz yy ei 
mésyé 1.0	m  e  z  j  e  
mét 1.0	mm ei 
mét 1.0	mm ei tt 
mét 1.0	m  e  
mét 1.0	m  e  t  
mèt 1.0	mm ai 
mèt 1.0	mm ai tt 
mèt 1.0	m  ɛ  
mèt 1.0	m  ɛ  t  
mèt-a-mangnok 1.0	mm ai tt aa mm an nn yy oo kk 
mèt-a-mangnok 1.0	m  ɛ  t  ɑ  m  ɑ̃  ɲ  ɔ  k  
mété 1.0	mm ei tt ei 
mété 1.0	m  e  t  e  
mété-y 1.0	mm ei tt ei ii 
mété-y 1.0	m  e  t  e  i  
mèt-gason 1.0	mm ai gg aa zz on 
mèt-gason 1.0	mm ai gg aa zz on nn 
mèt-gason 1.0	m  ɛ  g  ɑ  z  ɔ̃  
mèt-gason 1.0	m  ɛ  g  ɑ  z  ɔ̃  n  
métier 1.0	mm ei tt yy ei 
métier 1.0	m  e  t  j  e  
metropol 1.0	mm ee tt rr oo pp oo ll 
metropol 1.0	mm tt rr oo pp oo ll 
metropol 1.0	m  ə  t  ʁ  ɔ  p  ɔ  l  
metropol 1.0	m  t  ʁ  ɔ  p  ɔ  l  
metter 1.0	mm ei tt ei 
metter 1.0	m  e  t  e  
mévèy 1.0	mm ei vv ai ii 
mévèy 1.0	m  e  v  ɛ  i  
mèwè 1.0	mm ai ww ai 
mèwè 1.0	m  ɛ  w  ɛ  
méyè 1.0	mm ei yy ai 
méyè 1.0	m  e  j  ɛ  
mèyè 1.0	mm ai yy ai 
mèyè 1.0	m  ɛ  j  ɛ  
méyiken 1.0	mm ei yy ii kk ai nn 
méyiken 1.0	m  e  j  i  k  ɛ  n  
méyiken-la 1.0	mm ei yy ii kk ai nn ll aa 
méyiken-la 1.0	m  e  j  i  k  ɛ  n  l  ɑ  
mézanmi 1.0	mm ei zz an mm ii 
mézanmi 1.0	m  e  z  ɑ̃  m  i  
mhm 1.0	mm mm 
mhm 1.0	m  m  
mi 1.0	mm ii 
mi 1.0	m  i  
michel 1.0	mm ii ch ai ll 
michel 1.0	m  i  ʃ  ɛ  l  
michelin 1.0	mm ii ch ee ll in 
michelin 1.0	mm ii ch ee ll in nn 
michelin 1.0	mm ii ch ll in 
michelin 1.0	mm ii ch ll in nn 
michelin 1.0	m  i  ʃ  ə  l  ɛ̃  
michelin 1.0	m  i  ʃ  ə  l  ɛ̃  n  
michelin 1.0	m  i  ʃ  l  ɛ̃  
michelin 1.0	m  i  ʃ  l  ɛ̃  n  
midi 1.0	mm ii dd ii 
midi 1.0	m  i  d  i  
mign 1.0	mm ii nn yy 
mign 1.0	mm ii nn yy nn 
mign 1.0	m  i  ɲ  
mign 1.0	m  i  ɲ  n  
mil 1.0	mm ii ll 
mil 1.0	m  i  l  
milat 1.0	mm ii ll aa 
milat 1.0	mm ii ll aa tt 
milat 1.0	m  i  l  ɑ  
milat 1.0	m  i  l  ɑ  t  
milflè 1.0	mm ii ll ff ll ai 
milflè 1.0	m  i  l  f  l  ɛ  
milyé 1.0	mm ii ll yy ei 
milyé 1.0	m  i  l  j  e  
minit 1.0	mm ii nn ii 
minit 1.0	mm ii nn ii tt 
minit 1.0	m  i  n  i  
minit 1.0	m  i  n  i  t  
miss 1.0	mm ii ss 
miss 1.0	m  i  s  
missié 1.0	mm ii ss yy ei 
missié 1.0	m  i  s  j  e  
misyé 1.0	mm ii zz yy ei 
misyé 1.0	m  i  z  j  e  
mit 1.0	mm ii 
mit 1.0	mm ii tt 
mit 1.0	m  i  
mit 1.0	m  i  t  
mitan 1.0	mm ii tt an 
mitan 1.0	mm ii tt an nn 
mitan 1.0	m  i  t  ɑ̃  
mitan 1.0	m  i  t  ɑ̃  n  
mizé 1.0	mm ii zz ei 
mizé 1.0	m  i  z  e  
mizè 1.0	mm ii zz ai 
mizè 1.0	m  i  z  ɛ  
mizérab 1.0	mm ii zz ei rr aa bb 
mizérab 1.0	m  i  z  e  ʁ  ɑ  b  
mizéreu 1.0	mm ii zz ei rr eu 
mizéreu 1.0	m  i  z  e  ʁ  ø  
mizi-anmizi 1.0	mm ii zz yy an mm ii zz ii 
mizi-anmizi 1.0	m  i  z  j  ɑ̃  m  i  z  i  
mizik 1.0	mm ii zz ii kk 
mizik 1.0	m  i  z  i  k  
mo 1.0	mm au 
mo 1.0	m  o  
mod 1.0	mm oo 
mod 1.0	mm oo tt 
mod 1.0	m  ɔ  
mod 1.0	m  ɔ  t  
modènité 1.0	mm oo dd ai nn ii tt ei 
modènité 1.0	m  ɔ  d  ɛ  n  i  t  e  
moderne 1.0	mm oo dd ai rr nn 
moderne 1.0	mm oo dd ai rr nn ee 
moderne 1.0	m  ɔ  d  ɛ  ʁ  n  
moderne 1.0	m  ɔ  d  ɛ  ʁ  n  ə  
modernisme 1.0	mm oo dd ai rr nn ii ss mm 
modernisme 1.0	mm oo dd ai rr nn ii ss mm ee 
modernisme 1.0	m  ɔ  d  ɛ  ʁ  n  i  s  m  
modernisme 1.0	m  ɔ  d  ɛ  ʁ  n  i  s  m  ə  
modes 1.0	mm oo dd 
modes 1.0	mm oo dd zz 
modes 1.0	m  ɔ  d  
modes 1.0	m  ɔ  d  z  
mofwazé 1.0	mm oo ff ww aa zz ei 
mofwazé 1.0	m  ɔ  f  w  ɑ  z  e  
moin 1.0	mm ww in 
moin 1.0	mm ww in nn 
moin 1.0	m  w  ɛ̃  
moin 1.0	m  w  ɛ̃  n  
moins 1.0	mm ww in 
moins 1.0	mm ww in zz 
moins 1.0	m  w  ɛ̃  
moins 1.0	m  w  ɛ̃  z  
mo-la 1.0	mm au ll aa 
mo-la 1.0	m  o  l  ɑ  
moli 1.0	mm oo ll ii 
moli 1.0	m  ɔ  l  i  
molière 1.0	mm oo ll yy ai rr 
molière 1.0	m  ɔ  l  j  ɛ  ʁ  
molokoy 1.0	mm oo ll oo kk oo ii 
molokoy 1.0	m  ɔ  l  ɔ  k  ɔ  i  
moman 1.0	mm oo mm an 
moman 1.0	mm oo mm an nn 
moman 1.0	m  ɔ  m  ɑ̃  
moman 1.0	m  ɔ  m  ɑ̃  n  
moman-la 1.0	mm oo mm an ll aa 
moman-la 1.0	m  ɔ  m  ɑ̃  l  ɑ  
moman-lasa 1.0	mm oo mm an ll aa zz aa 
moman-lasa 1.0	m  ɔ  m  ɑ̃  l  ɑ  z  ɑ  
mon 1.0	mm on 
mon 1.0	mm on nn 
mon 1.0	m  ɔ̃  
mon 1.0	m  ɔ̃  n  
monchè 1.0	mm on ch ai 
monchè 1.0	m  ɔ̃  ʃ  ɛ  
mond 1.0	mm on 
mond 1.0	mm on tt 
mond 1.0	m  ɔ̃  
mond 1.0	m  ɔ̃  t  
moniman 1.0	mm oo nn ii mm an 
moniman 1.0	mm oo nn ii mm an nn 
moniman 1.0	m  ɔ  n  i  m  ɑ̃  
moniman 1.0	m  ɔ  n  i  m  ɑ̃  n  
monpti 1.0	mm on pp tt ii 
monpti 1.0	m  ɔ̃  p  t  i  
monsérat 1.0	mm on ss ei rr aa 
monsérat 1.0	mm on ss ei rr aa tt 
monsérat 1.0	m  ɔ̃  s  e  ʁ  ɑ  
monsérat 1.0	m  ɔ̃  s  e  ʁ  ɑ  t  
monté 1.0	mm on tt ei 
monté 1.0	m  ɔ̃  t  e  
montré 1.0	mm on tt rr ei 
montré 1.0	m  ɔ̃  t  ʁ  e  
montserrat 1.0	mm on tt ss ai rr aa 
montserrat 1.0	mm on tt ss ai rr aa tt 
montserrat 1.0	m  ɔ̃  t  s  ɛ  ʁ  ɑ  
montserrat 1.0	m  ɔ̃  t  s  ɛ  ʁ  ɑ  t  
moralité 1.0	mm oo rr aa ll ii tt ei 
moralité 1.0	m  ɔ  ʁ  ɑ  l  i  t  e  
mori 1.0	mm oo rr ii 
mori 1.0	m  ɔ  ʁ  i  
morue 1.0	mm oo rr uu 
morue 1.0	m  ɔ  ʁ  y  
moso 1.0	mm oo zz au 
moso 1.0	m  ɔ  z  o  
motivé 1.0	mm oo tt ii vv ei 
motivé 1.0	m  ɔ  t  i  v  e  
mouchwè 1.0	mm ou kk ww ai 
mouchwè 1.0	m  u  k  w  ɛ  
moun 1.0	mm ou nn 
moun 1.0	m  u  n  
moun-bitasyon 1.0	mm ou nn bb ii tt aa zz yy on 
moun-bitasyon 1.0	mm ou nn bb ii tt aa zz yy on nn 
moun-bitasyon 1.0	m  u  n  b  i  t  ɑ  z  j  ɔ̃  
moun-bitasyon 1.0	m  u  n  b  i  t  ɑ  z  j  ɔ̃  n  
moun-bitasyon-la 1.0	mm ou nn bb ii tt aa zz yy on ll aa 
moun-bitasyon-la 1.0	m  u  n  b  i  t  ɑ  z  j  ɔ̃  l  ɑ  
moun-dèwo 1.0	mm ou nn dd ai ww au 
moun-dèwo 1.0	m  u  n  d  ɛ  w  o  
mounfanm 1.0	mm ou nn ff an mm 
mounfanm 1.0	m  u  n  f  ɑ̃  m  
moun-la 1.0	mm ou nn ll aa 
moun-la 1.0	m  u  n  l  ɑ  
mounla 1.0	mm ou nn ll aa 
mounla 1.0	m  u  n  l  ɑ  
mounsé 1.0	mm ou nn ss ei 
mounsé 1.0	m  u  n  s  e  
mounté 1.0	mm ou nn tt ei 
mounté 1.0	m  u  n  t  e  
mouvman 1.0	mm ou vv mm an 
mouvman 1.0	mm ou vv mm an nn 
mouvman 1.0	m  u  v  m  ɑ̃  
mouvman 1.0	m  u  v  m  ɑ̃  n  
mové 1.0	mm oo vv ei 
mové 1.0	m  ɔ  v  e  
movétan 1.0	mm oo vv ei tt an 
movétan 1.0	mm oo vv ei tt an nn 
movétan 1.0	m  ɔ  v  e  t  ɑ̃  
movétan 1.0	m  ɔ  v  e  t  ɑ̃  n  
musique 1.0	mm uu zz ii kk 
musique 1.0	m  y  z  i  k  
mwa 1.0	mm ww aa 
mwa 1.0	m  w  ɑ  
mwayen 1.0	mm ww ai yy in 
mwayen 1.0	mm ww ai yy in nn 
mwayen 1.0	m  w  ɛ  j  ɛ̃  
mwayen 1.0	m  w  ɛ  j  ɛ̃  n  
mwen 1.0	mm ww ai nn 
mwen 1.0	m  w  ɛ  n  
mwenmem 1.0	mm ww an mm ai mm 
mwenmem 1.0	m  w  ɑ̃  m  ɛ  m  
mwenmenm 1.0	mm ww an mm an mm 
mwenmenm 1.0	m  w  ɑ̃  m  ɑ̃  m  
myé 1.0	mm yy ei 
myé 1.0	m  j  e  
nanbouk 1.0	nn an bb ou kk 
nanbouk 1.0	n  ɑ̃  b  u  k  
nanpèch 1.0	nn an pp ai ch 
nanpèch 1.0	n  ɑ̃  p  ɛ  ʃ  
nap 1.0	nn aa 
nap 1.0	nn aa pp 
nap 1.0	n  ɑ  
nap 1.0	n  ɑ  p  
nasyon 1.0	nn aa zz yy on 
nasyon 1.0	nn aa zz yy on nn 
nasyon 1.0	n  ɑ  z  j  ɔ̃  
nasyon 1.0	n  ɑ  z  j  ɔ̃  n  
naté 1.0	nn aa tt ei 
naté 1.0	n  ɑ  t  e  
natif 1.0	nn aa tt ii ff 
natif 1.0	n  ɑ  t  i  f  
nature 1.0	nn aa tt uu rr 
nature 1.0	n  ɑ  t  y  ʁ  
natyon 1.0	nn aa tt yy on 
natyon 1.0	nn aa tt yy on nn 
natyon 1.0	n  ɑ  t  j  ɔ̃  
natyon 1.0	n  ɑ  t  j  ɔ̃  n  
ne 1.0	nn 
ne 1.0	nn ee 
ne 1.0	n  
ne 1.0	n  ə  
né 1.0	nn ei 
né 1.0	n  e  
nèf 1.0	nn ai ff 
nèf 1.0	n  ɛ  f  
neg 1.0	nn ai gg 
neg 1.0	nn ai gg kk 
neg 1.0	n  ɛ  g  
neg 1.0	n  ɛ  g  k  
nèg 1.0	nn ai gg 
nèg 1.0	nn ai gg kk 
nèg 1.0	n  ɛ  g  
nèg 1.0	n  ɛ  g  k  
négosyé 1.0	nn ei gg oo zz yy ei 
négosyé 1.0	n  e  g  ɔ  z  j  e  
négro 1.0	nn ei gg rr au 
négro 1.0	n  e  g  ʁ  o  
nenpot 1.0	nn an pp au 
nenpot 1.0	nn an pp au tt 
nenpot 1.0	n  ɑ̃  p  o  
nenpot 1.0	n  ɑ̃  p  o  t  
nésans 1.0	nn ei zz an 
nésans 1.0	nn ei zz an zz 
nésans 1.0	n  e  z  ɑ̃  
nésans 1.0	n  e  z  ɑ̃  z  
nésésè 1.0	nn ei zz ei zz ai 
nésésè 1.0	n  e  z  e  z  ɛ  
neskzitwa 1.0	nn ai ss gg zz ii tt ww aa 
neskzitwa 1.0	n  ɛ  s  g  z  i  t  w  ɑ  
nétwayé 1.0	nn ei tt ww ei yy ei 
nétwayé 1.0	n  e  t  w  e  j  e  
nèy 1.0	nn ai ii 
nèy 1.0	n  ɛ  i  
n'homme 1.0	nn oo mm 
n'homme 1.0	n  ɔ  m  
ni 1.0	nn ii 
ni 1.0	n  i  
niau 1.0	nn yy au 
niau 1.0	ɲ  o  
nich 1.0	nn ii ch 
nich 1.0	n  i  ʃ  
nikaragwa 1.0	nn ii kk aa rr aa gg ww aa 
nikaragwa 1.0	n  i  k  ɑ  ʁ  ɑ  g  w  ɑ  
nini 1.0	nn ii nn ii 
nini 1.0	n  i  n  i  
nirmal 1.0	nn ii rr mm aa ll 
nirmal 1.0	n  i  ʁ  m  ɑ  l  
nitali 1.0	nn ii tt aa ll ii 
nitali 1.0	n  i  t  ɑ  l  i  
nité 1.0	nn ii tt ei 
nité 1.0	n  i  t  e  
nitout 1.0	nn ii tt ou 
nitout 1.0	nn ii tt ou tt 
nitout 1.0	n  i  t  u  
nitout 1.0	n  i  t  u  t  
nitrisyonèl 1.0	nn ii tt rr ii zz yy oo nn ai ll 
nitrisyonèl 1.0	n  i  t  ʁ  i  z  j  ɔ  n  ɛ  l  
niveau 1.0	nn ii vv au 
niveau 1.0	n  i  v  o  
nivo 1.0	nn ii vv au 
nivo 1.0	n  i  v  o  
niyès 1.0	nn ii yy ai 
niyès 1.0	nn ii yy ai zz 
niyès 1.0	n  i  j  ɛ  
niyès 1.0	n  i  j  ɛ  z  
no 1.0	nn au 
no 1.0	n  o  
nobèl 1.0	nn oo bb ai ll 
nobèl 1.0	n  ɔ  b  ɛ  l  
nom 1.0	nn on 
nom 1.0	n  ɔ̃  
nomal 1.0	nn oo mm aa ll 
nomal 1.0	n  ɔ  m  ɑ  l  
nomalman 1.0	nn oo mm aa ll mm an 
nomalman 1.0	nn oo mm aa ll mm an nn 
nomalman 1.0	n  ɔ  m  ɑ  l  m  ɑ̃  
nomalman 1.0	n  ɔ  m  ɑ  l  m  ɑ̃  n  
non 1.0	nn on 
non 1.0	nn on nn 
non 1.0	n  ɔ̃  
non 1.0	n  ɔ̃  n  
nonm 1.0	nn on mm 
nonm 1.0	n  ɔ̃  m  
nonm-konsa-pou-yé-lasa 1.0	nn on mm kk on ss aa pp ou yy ei ll aa zz aa 
nonm-konsa-pou-yé-lasa 1.0	n  ɔ̃  m  k  ɔ̃  s  ɑ  p  u  j  e  l  ɑ  z  ɑ  
nonm-la 1.0	nn on mm ll aa 
nonm-la 1.0	n  ɔ̃  m  l  ɑ  
nonm-obou- 1.0	nn on mm oo bb ou 
nonm-obou- 1.0	n  ɔ̃  m  ɔ  b  u  
nord 1.0	nn oo rr 
nord 1.0	nn oo rr tt 
nord 1.0	n  ɔ  ʁ  
nord 1.0	n  ɔ  ʁ  t  
